"Well","Cq","End.RFU","Dilu","Repli","probe","sp","Neg","Sample","species_name","Molecules_ng","CDNA_sample","Volume_equi","RankG","cDNA_U","molecules_U","propU","molecules_T","propT","cDNA_G","molecules_G","propG","efficiencies","copies_ul","CDNA_well","RFU_Cq","K"
"A01",23.5729673278769,3253.94991199031,1,1,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,654.383333333333,0.012425,130.800441080009,3623488807728.58
"A02",23.4709664603247,3261.71738242786,1,2,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,654.383333333333,0.012425,130.800441080012,3632138400671.24
"A03",23.5375404152046,3485.07878705582,1,3,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,654.383333333333,0.012425,130.800441080013,3880866122866.81
"A04",24.078218479375,1797.56485427366,1,4,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,654.383333333333,0.012425,130.800441080014,2001707557521.25
"A05",23.9309390629192,1944.28303911524,1,5,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,654.383333333333,0.012425,130.80044108001,2165087976717.3
"A06",24.0731146984701,1853.4699175761,1,6,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,654.383333333333,0.012425,130.800441080005,2063961549331.56
"A07",23.2386051856088,3357.70005965513,1,7,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,654.383333333333,0.0169822664359862,130.800441080011,3739021470809.3
"A08",23.1592641480431,3256.21546916617,1,8,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,654.383333333333,0.0169822664359862,130.800441080009,3626011655741.61
"A09",23.1540243278446,3387.51246343894,1,9,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,654.383333333333,0.0169822664359862,130.800441080011,3772219557554.28
"A10",24.1660112784972,2733.70969154041,1,10,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,654.383333333333,0.00751819087009804,130.800441080008,3044166855296.52
"A11",24.1845608375907,2804.57658849117,1,11,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,654.383333333333,0.00751819087009804,130.800441080014,3123081840125.53
"A12",24.4465590967257,2582.2658514327,1,12,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,654.383333333333,0.00751819087009804,130.800441080011,2875524105877.45
"B01",26.1399763561327,2975.47118235653,2,1,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,130.876666666667,0.002485,130.800441080013,3313384292505.23
"B02",26.0848673906448,3128.71988065168,2,2,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,130.876666666667,0.002485,130.800441080005,3484036871091.62
"B03",25.9760564629498,3083.67512153422,2,3,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,130.876666666667,0.002485,130.800441080008,3433876547508.37
"B04",26.5647254491388,1573.22507530156,2,4,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,130.876666666667,0.002485,130.800441080007,1751890350674.28
"B05",26.5637664465765,1611.86682652538,2,5,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,130.876666666667,0.002485,130.80044108001,1794920500755.72
"B06",26.4228656805586,1642.32340599843,2,6,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,130.876666666667,0.002485,130.800441080006,1828835919808.67
"B07",25.5504546633832,3068.97639498374,2,7,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,130.876666666667,0.00339645328719723,130.800441080009,3417508541674.18
"B08",25.6469031182943,2985.3627347935,2,8,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,130.876666666667,0.00339645328719723,130.800441080006,3324399191479.21
"B09",25.5253997682715,3157.24617615236,2,9,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,130.876666666667,0.00339645328719723,130.800441080007,3515802791056.06
"B10",26.4854528894469,2581.11829349028,2,10,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,130.876666666667,0.00150363817401961,130.800441080013,2874246224080.52
"B11",26.4768396873647,2509.03811634408,2,11,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,130.876666666667,0.00150363817401961,130.800441080012,2793980171371.5
"B12",26.7553430767711,2355.59869058064,2,12,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,130.876666666667,0.00150363817401961,130.800441080007,2623115205113.39
"C01",28.2304267223222,2824.13796734697,3,1,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,26.1753333333333,0.000497,130.800441080011,3144864731462.23
"C02",28.3886191502022,2954.58456967184,3,2,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,26.1753333333333,0.000497,130.800441080009,3290125665500.83
"C03",28.2515836775356,2855.40963647348,3,3,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,26.1753333333333,0.000497,130.800441080009,3179687806845.64
"C04",29.0511634855676,1425.97179291349,3,4,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,26.1753333333333,0.000497,130.800441080004,1587914064909.02
"C05",28.8583952396175,1497.71386134114,3,5,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,26.1753333333333,0.000497,130.800441080012,1667803611159.46
"C06",28.9411552128818,1506.46813019359,3,6,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,26.1753333333333,0.000497,130.800441080006,1677552069514.66
"C07",27.9614414937731,2890.93249685659,3,7,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,26.1753333333333,0.000679290657439446,130.800441080009,3219244865343.19
"C08",28.0159975329237,2946.23344125743,3,8,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,26.1753333333333,0.000679290657439446,130.800441080007,3280826130732.37
"C09",27.9794533906785,2843.53962550544,3,9,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,26.1753333333333,0.000679290657439446,130.80044108001,3166469763220.6
"C10",28.7529308273062,2346.48520287158,3,10,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,26.1753333333333,0.000300727634803922,130.800441080012,2612966732762.36
"C11",28.9221330553207,2368.94073488125,3,11,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,26.1753333333333,0.000300727634803922,130.800441080009,2637972455379.37
"C12",28.8517650968754,2356.64677432322,3,12,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,26.1753333333333,0.000300727634803922,130.800441080013,2624282315798.3
"D01",30.8120350601287,2449.92976984019,4,1,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,5.23506666666667,9.94e-05,130.800441080011,2728159111492.57
"D02",30.5802798902226,2604.90729029546,4,2,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,5.23506666666667,9.94e-05,130.800441080009,2900736848092.06
"D03",30.5319250934718,2538.20461397773,4,3,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,5.23506666666667,9.94e-05,130.800441080008,2826458998825.81
"D04",31.4006409087533,1201.3320768632,4,4,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,5.23506666666667,9.94e-05,130.800441080011,1337762858253.87
"D05",31.2202194276262,1276.77246864742,4,5,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,5.23506666666667,9.94e-05,130.800441080006,1421770732583.36
"D06",31.191329157589,1296.13255293951,4,6,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,5.23506666666667,9.94e-05,130.800441080005,1443329469087.14
"D07",30.2716505453131,2480.63726002675,4,7,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,5.23506666666667,0.000135858131487889,130.800441080011,2762353936248.31
"D08",30.3778851367022,2466.43212091198,4,8,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,5.23506666666667,0.000135858131487889,130.800441080008,2746535572725.04
"D09",30.2154151232293,2641.56203944933,4,9,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,5.23506666666667,0.000135858131487889,130.800441080008,2941554339725.78
"D10",31.1636416202909,2063.1850542718,4,10,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,5.23506666666667,6.01455269607843e-05,130.800441080009,2297493248091.83
"D11",31.1170550353354,2102.75706650663,4,11,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,5.23506666666667,6.01455269607843e-05,130.800441080006,2341559305440.79
"D12",31.1462678772339,1983.19186121594,4,12,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,5.23506666666667,6.01455269607843e-05,130.800441080013,2208415527914.11
"E01",32.8509798471255,2126.44663095435,5,1,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,1.04701333333333,1.988e-05,130.800441080008,2367939204934.58
"E02",32.9175464640999,2116.9540810733,5,2,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,1.04701333333333,1.988e-05,130.800441080013,2357368621741.43
"E03",33.1548724098427,1927.08917525519,5,3,"CbeA","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,1.04701333333333,1.988e-05,130.80044108001,2145941470181.07
"E04",33.4126906769783,1187.05302211704,5,4,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,1.04701333333333,1.988e-05,130.800441080009,1321862184777.94
"E05",33.4424365779868,1169.72961629646,5,5,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,1.04701333333333,1.988e-05,130.800441080008,1302571424686.25
"E06",33.4763104548514,1160.36934014065,5,6,"CbeB","Cbe",FALSE,10,"Carpinus_betulus",52666.6666666667,9.14,4.7106835443038,11,0.181180136319377,9542.15384615385,0.0769230769230769,2025.64102564103,0.0357119832376922,0.00115006922468354,60.5703125,0.000488340861921621,0.943328372807558,1.04701333333333,1.988e-05,130.80044108001,1292148137049.61
"E07",32.5207826811447,2145.75120388996,5,7,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,1.04701333333333,2.71716262975779e-05,130.800441080009,2389436125865.17
"E08",32.6920840621616,2167.41006894976,5,8,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,1.04701333333333,2.71716262975779e-05,130.80044108001,2413554707052.61
"E09",32.9344717868283,1727.971599982,5,9,"Cbp","Cbp",FALSE,26,"Capsella_bursa-pastoris",38533.3333333333,38.8,6.43847750865052,9,0.247633750332712,9542.15384615385,0.0769230769230769,1482.05128205128,0.0261285143182103,0.00628757569204152,242.28125,0.00195336344768649,0.963505706696384,1.04701333333333,2.71716262975779e-05,130.800441080012,1924210858174.43
"E10",33.9997086622386,1574.4058342331,5,10,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,1.04701333333333,1.20291053921569e-05,130.800441080011,1753205203972.15
"E11",34.4232264542684,1320.40561440863,5,11,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,1.04701333333333,1.20291053921569e-05,130.800441080013,1470359131172.07
"E12",34.2258691305724,1402.44532222257,5,12,"Fex","Fex",FALSE,12,"Fraxinus_excelsior",87040,22.4,2.85036764705882,7,0.109629524886878,9542.15384615385,0.0769230769230769,3347.69230769231,0.0590197029305455,0.0111342486213235,969.125,0.00781345379074594,0.924186350904202,1.04701333333333,1.20291053921569e-05,130.800441080008,1561715781118.62
